ExceedanceRnd,Flow,Exceedance,Volume,Flow_difference,Flow_difference_pct,EWRRefExceedance,EWRBandNo,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelHeadpond,LevelTailwater,HeadGross,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerGenerator1,PowerGenerator2,PowerGenerator3,PowerGenerator4,Power,Energy,PerfMwPerCumec,PerfMWhPerm3
0.0,8865.175952966993,0.001411764705882353,0.7659512023363482,137.61586691882897,0.01586705755308628,0.026323529411764707,1.1029411764705883,65.73529411764706,12.338235294117647,14.691176470588236,16.926470588235293,166.94117647058823,276.63235294117646,0.03159882308448247,8588.543600025816,0.0,,0.0,275.0,275.0,275.0,275.0,8588.543600025816,1134.264705882353,5.661764705882353,10.308823529411764,63.0735294117647,7375.234776496404,1200.0,18.0,25.0,80.0,7542.175952966993,1243.0,990.5276422287121,981.7781043930673,8.749537835644784,0.800008100042886,0.48,989.2476341286691,0.5349,0.5349,0.5349,0.5349,6.934629735601885,6.934629735601885,6.934629735601885,6.934629735601885,1.0,0.49913442236522826,0.49913442236522826,0.49913442236522826,0.49913442236522826,9.344327375588199,9.344327375588199,9.344327375588199,9.344327375588199,0.19031216650892457,0.19031216650892457,0.19031216650892457,0.19031216650892457,0.96,0.96,0.96,0.96,8.97055428056467,8.97055428056467,8.97055428056467,8.97055428056467,35.88221712225868,861.1732109342083,0.004080824131343608,inf
0.005,6478.790089096897,0.004988505747126418,0.5597674636979718,115.2699341767018,0.017455567404730307,0.04114942528735632,1.0919540229885059,72.4367816091954,13.850574712643677,17.701149425287355,22.597701149425287,197.93103448275863,324.51724137931035,0.050476297457674055,6154.272847717586,0.0,,0.0,275.0,275.0,275.0,275.0,6154.272847717586,1127.5632183908046,4.149425287356322,7.298850574712641,57.40229885057471,4957.859054614138,1200.0,18.0,25.0,80.0,5155.790089096897,1243.0,990.1282092954174,979.6120755707816,10.516133724635786,0.8785817647872456,0.48,988.76962753063,0.5349,0.5349,0.5349,0.5349,8.622651959848524,8.622651959848524,8.622651959848524,8.622651959848524,1.0,0.6206333386683471,0.6206333386683471,0.6206333386683471,0.6206333386683471,14.50102923339677,14.50102923339677,14.50102923339677,14.50102923339677,0.29533664426469997,0.29533664426469997,0.29533664426469997,0.29533664426469997,0.96,0.96,0.96,0.96,13.920988064060898,13.920988064060898,13.920988064060898,13.920988064060898,55.68395225624359,1336.4148541498462,0.008751431589389446,inf
0.01,5544.712707091356,0.010047337278106508,0.4790631778926932,68.65904658876865,0.012348943347482412,0.07704142011834321,1.2899408284023668,72.68047337278107,13.65680473372781,17.674556213017752,23.076923076923077,194.07692307692307,321.1656804733728,0.0579731901399189,5223.547026617983,91.12426035502959,,0.33136094674556216,275.0,275.0,275.0,275.0,5132.422766262954,1036.1952662721894,4.34319526627219,7.325443786982247,56.92307692307692,4027.635784014433,1108.8757396449705,18.0,25.0,80.0,4221.712707091357,1243.0,990.0508239560754,978.3488575689207,11.701966387154835,0.9073040346625058,0.4799999999999999,988.6635199214129,0.5349,0.5349,0.5349,0.5349,9.779762352492307,9.779762352492307,9.779762352492307,9.779762352492307,1.0,0.7039187698255349,0.7039187698255349,0.7039187698255349,0.7039187698255349,18.57307460401725,18.57307460401725,18.57307460401725,18.57307460401725,0.37827035853395624,0.37827035853395624,0.37827035853395624,0.37827035853395624,0.9599999999999999,0.9599999999999999,0.9599999999999999,0.9599999999999999,17.83015161985656,17.83015161985656,17.83015161985656,17.83015161985656,71.32060647942625,1711.69455550623,0.012881825549793655,inf
0.015,5190.964012416778,0.014953488372093024,0.4484992906728096,88.79828347698552,0.017178101586464642,0.10534883720930233,1.4011627906976745,71.54069767441861,12.94186046511628,16.6453488372093,21.261627906976745,183.5581395348837,305.94767441860466,0.058954937669836206,4885.016337998173,1100.0,,4.0,275.0,275.0,275.0,275.0,3785.0163379981736,28.459302325581394,5.058139534883721,8.354651162790697,58.73837209302326,3684.4058728818945,100.0,18.0,25.0,80.0,3867.964012416778,1243.0,990.0220617109576,977.8040845791219,12.21797713183577,0.9180482217292024,0.48000000000000004,988.6240134892283,0.5349,0.5349,0.5349,0.5349,10.285028910106554,10.285028910106554,10.285028910106554,10.285028910106554,,0.7402863829484819,0.7402863829484819,0.7402863829484819,0.7402863829484819,20.53862044942456,20.53862044942456,20.53862044942456,20.53862044942456,0.4183018421471397,0.4183018421471397,0.4183018421471397,0.4183018421471397,0.961830535263776,0.961830535263776,0.961830535263776,0.961830535263776,19.755422366837927,19.755422366837927,19.755422366837927,19.755422366837927,79.0216894673517,1896.520547216441,0.015239000334999881,1.9954972087715078e-05
0.02,4777.593170614508,0.020075581395348836,0.4127840499410935,113.35002959280116,0.02365560606125124,0.11046511627906977,1.4069767441860466,69.97674418604652,13.156976744186046,16.61627906976744,21.203488372093023,181.56976744186048,302.5232558139535,0.0633511574211708,4475.069914800555,1100.0,,4.0,275.0,275.0,275.0,275.0,3375.0699148005547,30.023255813953487,4.843023255813954,8.383720930232558,58.79651162790697,3273.0234031726477,100.0,18.0,25.0,80.0,3454.5931706145084,1243.0,990.0,977.1029955022244,12.897004497775482,0.9262894125183112,0.48000000000000004,988.5937105874816,0.5349,0.5349,0.5349,0.5349,10.955815085257207,10.955815085257207,10.955815085257207,10.955815085257207,,0.7885676153761483,0.7885676153761483,0.7885676153761483,0.7885676153761483,23.309834375469652,23.309834375469652,23.309834375469652,23.309834375469652,0.4747420443069176,0.4747420443069176,0.4747420443069176,0.4747420443069176,0.9674275270201163,0.9674275270201163,0.9674275270201163,0.9674275270201163,22.55238210579347,22.55238210579347,22.55238210579347,22.55238210579347,90.20952842317388,2165.028682156173,0.018915336130971756,2.2780183945245932e-05
0.025,4488.692014422617,0.025111764705882354,0.3878229900461141,79.42077627575061,0.0177169475075707,0.11952941176470588,1.423529411764706,66.68235294117648,12.623529411764705,15.411764705882353,18.958823529411763,169.4294117647059,283.1058823529412,0.06307471058103271,4205.586132069676,1100.0,,4.0,275.0,275.0,275.0,275.0,3105.586132069676,33.31764705882353,5.376470588235295,9.588235294117647,61.04117647058823,2996.2626026579114,100.0,18.0,25.0,80.0,3165.692014422617,1243.0,990.0,976.5743063863933,13.425693613606635,0.9262894125183112,0.48,988.5937105874817,0.5349,0.5349,0.5349,0.5349,11.48450420108836,11.48450420108836,11.48450420108836,11.48450420108836,,0.8266211159237535,0.8266211159237535,0.8266211159237535,0.8266211159237535,25.60395644365676,25.60395644365676,25.60395644365676,25.60395644365676,0.5214655080174493,0.5214655080174493,0.5214655080174493,0.5214655080174493,0.9700000000000001,0.9700000000000001,0.9700000000000001,0.9700000000000001,24.835837750347057,24.835837750347057,24.835837750347057,24.835837750347057,99.34335100138823,2384.2404240333176,0.022136042356668145,2.508670479833036e-05
0.03,4308.483888063277,0.029951515151515153,0.3722530079286671,85.4394621115135,0.019837578161446913,0.1544848484848485,1.690909090909091,67.27272727272727,12.915151515151516,15.981818181818182,20.503030303030304,168.71515151515152,285.3878787878788,0.06625501415338864,4023.0960092753985,1100.0,,4.0,275.0,275.0,275.0,275.0,2923.0960092753985,32.72727272727273,5.084848484848485,9.018181818181818,59.4969696969697,2816.7687365481256,100.0,18.0,25.0,80.0,2985.483888063277,1243.0,990.0,976.2445255151558,13.755474484844243,0.9262894125183112,0.48000000000000004,988.5937105874817,0.5349,0.5349,0.5349,0.5349,11.814285072325964,11.814285072325964,11.814285072325964,11.814285072325964,,0.8503271697243995,0.8503271697243995,0.8503271697243995,0.8503271697243995,27.09591746738971,27.09591746738971,27.09591746738971,27.09591746738971,0.5518516795802385,0.5518516795802385,0.5518516795802385,0.5518516795802385,0.9699999999999999,0.9699999999999999,0.9699999999999999,0.9699999999999999,26.28303994336802,26.28303994336802,26.28303994336802,26.28303994336802,105.13215977347207,2523.17183456333,0.02441276726023521,2.654852519532123e-05
0.035,4073.0230211988455,0.03502312138728324,0.35190918903158025,77.77766408737914,0.019056881703184182,0.15664739884393064,1.6242774566473988,67.6878612716763,13.052023121387283,16.23121387283237,20.971098265895954,172.635838150289,290.5780346820809,0.07134222420155914,3782.4449865167644,1100.0,,4.0,275.0,275.0,275.0,275.0,2682.444986516765,32.3121387283237,4.947976878612717,8.76878612716763,59.028901734104046,2577.387183048557,100.0,18.0,25.0,80.0,2750.023021198846,1243.0,990.0,975.8134524536863,14.186547546313765,0.9262894125183112,0.4799999999999999,988.5937105874816,0.5349,0.5349,0.5349,0.5349,12.245358133795488,12.245358133795488,12.245358133795488,12.245358133795488,,0.8691388272221974,0.8691388272221974,0.8691388272221974,0.8691388272221974,28.70393814032504,28.70393814032504,28.70393814032504,28.70393814032504,0.5846015914526485,0.5846015914526485,0.5846015914526485,0.5846015914526485,0.97,0.97,0.97,0.97,27.842819996115285,27.842819996115285,27.842819996115285,27.842819996115285,111.37127998446114,2672.9107196270675,0.027352823969564392,2.8124060602136655e-05
0.04,3920.2680644442667,0.04001775147928994,0.33871116076798463,48.39497074642513,0.012329328359550269,0.16994082840236685,1.7455621301775148,66.50887573964496,12.899408284023668,15.85207100591716,20.414201183431953,168.24852071005918,283.9230769230769,0.07241643807166664,3636.34498752119,1100.0,,4.0,275.0,275.0,275.0,275.0,2536.3449875211895,33.49112426035503,5.100591715976332,9.14792899408284,59.585798816568044,2429.019543734207,100.0,18.0,25.0,80.0,2597.268064444266,1243.0,990.0,975.5110442317985,14.48895576820148,0.9262894125183112,0.4799999999999999,988.5937105874815,0.5349,0.5349,0.5349,0.5349,12.547766355683203,12.547766355683203,12.547766355683203,12.547766355683203,,0.87581146463815,0.87581146463815,0.87581146463815,0.87581146463815,29.638310478623605,29.638310478623605,29.638310478623605,29.638310478623605,0.6036315779760407,0.6036315779760407,0.6036315779760407,0.6036315779760407,0.9700000000000001,0.9700000000000001,0.9700000000000001,0.9700000000000001,28.749161164264898,28.749161164264898,28.749161164264898,28.749161164264898,114.99664465705958,2759.9194717694295,0.02933843589547211,2.9039556731580705e-05
0.045,3799.047289733393,0.04509039548022599,0.32823768583296514,64.5626300067357,0.017022482602582614,0.20485875706214687,1.8135593220338984,65.07909604519774,12.858757062146893,15.559322033898304,19.903954802259886,168.0677966101695,281.4689265536723,0.07409107566212425,3517.5783631797203,1100.0,,4.0,275.0,275.0,275.0,275.0,2417.578363179721,34.92090395480226,5.141242937853107,9.440677966101696,60.09604519774011,2307.9794931232236,100.0,18.0,25.0,80.0,2476.047289733393,1243.0,990.0,975.2541716377684,14.745828362231668,0.9262894125183112,0.48,988.5937105874816,0.5349,0.5349,0.5349,0.5349,12.804638949713391,12.804638949713391,12.804638949713391,12.804638949713391,,0.881479358425426,0.881479358425426,0.881479358425426,0.881479358425426,30.44071552982332,30.44071552982332,30.44071552982332,30.44071552982332,0.6199738397112692,0.6199738397112692,0.6199738397112692,0.6199738397112692,0.97,0.97,0.97,0.97,29.527494063928618,29.527494063928618,29.527494063928618,29.527494063928618,118.10997625571447,2834.6394301371474,0.031093504080602182,2.9825751579725874e-05
